source,target,weight
CUFORM02,CUFORM06,0.9999944597885204
CUFORM02,CUFORM04,0.9999508075198212
CUFORM02,YUKVOQ02,0.9997981507208304
CUFORM02,YUKVOQ06,0.9997827097980574
CUFORM02,OCUQIO02,0.9997366166461524
CUFORM02,MAGMOZ01,0.9996668152565524
CUFORM02,MACUFR02,0.9995249296328952
CUFORM02,MAGNEQ01,0.9994494705519436
CUFORM02,MACUFR04,0.9994182532902638
CUFORM02,MACUFR06,0.9991562641792588
CUFORM02,MACUFR11,0.9991120639370452
CUFORM02,MEMCUF,0.9989877593133544
CUFORM02,SANMAX,0.9987665655207332
CUFORM02,ROLCEC12,0.9960829714467664
CUFORM02,ROLCEC11,0.9960456099071154
CUFORM02,ROLCEC09,0.996039291894762
CUFORM02,ROLCEC07,0.9959007435297847
CUFORM02,ROLCEC06,0.9958788287650776
CUFORM02,ROLCEC04,0.9953424252653524
CUFORM02,ROLCEC02,0.9948756572869846
CUFORM02,ROLCEC,0.9946398394016936
CUFORM02,ROLCEC13,0.9946327512556992
CUFORM02,ROLCEC15,0.9946147337584336
CUFORM02,ROLCEC18,0.9945799683946648
SAHYOQ,SAHYOQ03,0.9999999976307976
SAHYOQ,MIBQAR01,0.9999999944287464
SAHYOQ,HOLRAD,0.9999999697064096
SAHYOQ,LATFOC,0.999999963985719
SAHYOQ,LAWFUL,0.9999999531076438
SAHYOQ,LAWFOF,0.9999999374246232
SAHYOQ,VAZTUM,0.9999999281160172
SAHYOQ,LAWGOG,0.9999998753026133
SAHYOQ,MIBQAR12,0.9999995682969492
SAHYOQ,NODTEH,0.9999994941923662
SAHYOQ,PEVQIS,0.9999994795392596
SAHYOQ,SAHYOQ05,0.9999994120518444
SAHYOQ,MIBQAR20,0.9999993744300828
SAHYOQ,MIBQAR19,0.999999161892653
SAHYOQ,VUSKEA,0.9999984026557216
SAHYOQ,HIFTOG,0.9999979697804172
SAHYOQ,GAZBUH,0.9999772002030068
SAHYOQ,IFABIA03,0.9989995761738066
SAHYOQ,IFABIA02,0.9989297197202208
SAHYOQ,IFABIA01,0.9989123279356432
SAHYOQ,REDROI,0.9987680546450808
SAHYOQ,VEGMOK03,0.998452102705125
SAHYOQ,VEGMOK04,0.9984495644897994
SAHYOQ,VEGMOK01,0.9984069007925096
SAHYOQ,VEGMOK,0.9983912692075412
SAHYOQ,PICTIG,0.9982868093608932
SAHYOQ,KOZNEU,0.998034976192473
SAHYOQ,WAFKEU04,0.9977403257717729
SAHYOQ,PUCYAO01,0.997347856332548
SAHYOQ,FIJCUX,0.9962732925309584
SAHYOQ,ORIBAU,0.99545194402582
SAHYOQ,QUSWIK01,0.9464803417486402
SAHYOQ,PIWLOZ,0.9459329079986808
SAHYOQ,PIWLIT,0.944746363016848
SAHYOQ,ROZXEL,0.9437664930753488
SAHYOQ,IDIWUN,0.941369007805044
SAHYOQ,FALTUJ,0.9192734286486878
SAHYOQ,CEJWAR,0.9164739603351574
SAHYOQ,VEHFAS,0.908234120349541
SAHYOQ,POKZIA,0.9082321881546632
SAHYOQ,PIDMEV,0.9080524886426348
SAHYOQ,NAPFUG,0.9078139061111238
SAHYOQ,BABRII,0.9076382601552196
SAHYOQ,PIDMEV01,0.9073779952908838
SAHYOQ,GUJFIB,0.907188751212347
SAHYOQ,ENITIF,0.9071572766307652
SAHYOQ,BOLPAU,0.9067772353406388
SAHYOQ,ODODIW,0.9066094547047387
SAHYOQ,YOCGAZ,0.9065042033581798
SAHYOQ,VIKBUP,0.9060396013788744
SAHYOQ,HUTZAX01,0.9059166731973666
SAHYOQ,DAWCIP,0.9050362913858656
SAHYOQ,POMXIA,0.9048000096554782
SAHYOQ,GUGNON,0.9047071516907704
SAHYOQ,NEHGIS,0.9046617134326232
SAHYOQ,PUWDOA,0.9042534294423504
SAHYOQ,VOLQUJ,0.9041376064401142
SAHYOQ,JEDDII,0.8971932081079769
SAHYOQ,NIYZIG,0.8968719552898706
SAHYOQ,HUNCUQ,0.8966017450962815
SAHYOQ,SACHIP,0.8960562773438774
SAHYOQ,GOSDUP,0.8954038916090314
SAHYOQ,ACODIH,0.8947637495830352
SAHYOQ,QEDZEG,0.8910166866689
SAHYOQ,RUYGOJ,0.8900388565223752
SAHYOQ,XOJXIE,0.8857363371489966
SAHYOQ,FERCIR,0.8856909319708236
SAHYOQ,RAXCEA,0.8856112087546438
SAHYOQ,UKOLOV,0.8851960407122974
SAHYOQ,WORLAS,0.8849591466285076
SAHYOQ,MIMRAB,0.8843762567514535
SAHYOQ,DARYIF,0.8842672598169182
SAHYOQ,MIMRAB01,0.8842545417237155
SAHYOQ,WORKUL,0.8842391929662545
SAHYOQ,JUJNAF,0.8841531513197529
SAHYOQ,FAGXIX,0.8833989344420821
SAHYOQ,LELFOA,0.8833403019652926
SAHYOQ,NAWXER,0.8817784585271227
SAHYOQ,PUGSER,0.8807580946122993
SAHYOQ,REDYEG,0.8800304117394298
SAHYOQ,USAHAZ,0.879497672137065
SAHYOQ,DUPKAC,0.8779326915577587
SAHYOQ,XEZMEW,0.8779261331499506
SAHYOQ,XOQXIL,0.8758444465134305
SAHYOQ,MAKHOY,0.8747910732932858
SAHYOQ,VEHJUP,0.87469633325808
SAHYOQ,VIWZOR,0.8745641629992479
SAHYOQ,IJEXIF01,0.8744594591845432
SAHYOQ,NUBBAP,0.8743984363750231
SAHYOQ,MIQLII,0.8743681323083091
SAHYOQ,EWUKIS,0.8743237353006957
SAHYOQ,MIQKUT,0.8739878387739086
SAHYOQ,PERQUB,0.8738083038126786
SAHYOQ,NIWYID,0.8737950545177097
SAHYOQ,ZARLIP,0.8737911892927862
SAHYOQ,ULISOZ,0.8736472978912924
SAHYOQ,YAYSOJ,0.873550190166792
SAHYOQ,MIQLEE,0.8735158211114493
SAHYOQ,UWAFOO,0.873253873464569
SAHYOQ,VAGMEX,0.8730616171301963
SAHYOQ,UWAGAB,0.8728494041140045
SAHYOQ,XAFFAN,0.8727664141754786
SAHYOQ,VAGMAT,0.8727519583852071
SAHYOQ,UWAGAB05,0.8725804825693835
SAHYOQ,MEWPIQ,0.872521441017553
SAHYOQ,FUTZEB,0.872317983031991
SAHYOQ,XOHLEM,0.8717695573895214
SAHYOQ,FUTYEA,0.8717398690622523
SAHYOQ,FUVBAB,0.8715386087652062
SAHYOQ,XASNUD,0.8715189051792741
SAHYOQ,RUPVAB,0.8714887398906355
SAHYOQ,NIWYOJ,0.8713847064165484
SAHYOQ,ECIWOC,0.871354175741549
SAHYOQ,AGIREP,0.8709538014163207
SAHYOQ,ACIBOE,0.8707124638241213
SAHYOQ,NANYUX03,0.8705266656461447
SAHYOQ,FIWKUT,0.8698962258016947
SAHYOQ,AXOCEW,0.8691799825902096
SAHYOQ,FUTZAX,0.8691509061132343
SAHYOQ,YOCDUR,0.8686639237271903
SAHYOQ,GADROU,0.8680857159537392
SAHYOQ,JEDVIA,0.8669264421291439
SAHYOQ,OKELOH,0.8667238790024916
SAHYOQ,PEGCIP,0.8656729496812523
SAHYOQ,SAVMAE,0.8642405648017566
SAHYOQ,OVIHOR03,0.8625872078733929
SAHYOQ,XEGWAK,0.8625553821509757
SAHYOQ,PUQXUV,0.8625321951012755
SAHYOQ,OVIHOR01,0.8625142134831852
SAHYOQ,XEGXAL,0.8623901306138767
SAHYOQ,XEGXUF,0.8622498800814886
SAHYOQ,TEQLIM,0.8611543097911281
SAHYOQ,YICQOS01,0.8611395131332645
SAHYOQ,IGUFOH,0.8611125415818632
SAHYOQ,GAHWIX,0.8608973856236857
SAHYOQ,DUFLOH,0.8608919339871204
SAHYOQ,FIKPUN,0.8606137239709355
SAHYOQ,AQAJEI,0.859630292373475
SAHYOQ,ZAQXEX,0.8593212345078171
SAHYOQ,ALEHUW,0.8592151130658214
SAHYOQ,NOMQAJ,0.859012405024222
SAHYOQ,SACBUW,0.8583857872352945
SAHYOQ,TIRLIQ,0.8580404394621923
SAHYOQ,HUVGEM,0.8578604532752359
SAHYOQ,XENMIO,0.8578253347788168
SAHYOQ,XOHNEO,0.8547977228100683
SAHYOQ,SOSQIC01,0.8546997639940217
SAHYOQ,HIFGIO,0.8540799502428842
SAHYOQ,WOJZOK01,0.8531054312587514
SAHYOQ,TACJEO,0.8525805966796107
SAHYOQ,UVASAM01,0.8523025139795255
SAHYOQ,LABZIA,0.8518826780544362
SAHYOQ,PURJAO,0.8517837049533001
SAHYOQ,GISMAY,0.8513263913649596
SAHYOQ,SEGWAF,0.8497226807591636
SAHYOQ,GEFTET,0.8478514825150254
SAHYOQ,NISCOJ,0.8456858037635997
SAHYOQ,UFIREI,0.8452708501402498
SAHYOQ,KIYQEQ,0.8441813482560682
SAHYOQ,IGINIX,0.8441017031949258
SAHYOQ,EDUVAA,0.8438177864955767
SAHYOQ,DURDEB,0.8400763939018414
SAHYOQ,KAXJOL,0.8395061258690375
SAHYOQ,FAPYOM,0.8391618067103299
SAHYOQ,LEBQUH,0.8386967771107492
SAHYOQ,REBVIG,0.8381275350828491
SAHYOQ,HOKLIE,0.8380260213259223
SAHYOQ,FESBEM,0.8354100589823376
SAHYOQ,UFAMEW,0.8353838173439952
SAHYOQ,MOLQEL,0.8352218675818518
SAHYOQ,UFAMIA,0.8342908065618311
SAHYOQ,MIDCUZ,0.8342904237805304
SAHYOQ,RUTNOK,0.8333274968383212
SAHYOQ,NUCRIN,0.8329945399497652
SAHYOQ,SITDEH,0.8328272149052934
SAHYOQ,UFOFUT,0.8327847171373675
SAHYOQ,IQOJAB,0.8326405204789353
SAHYOQ,MOFTIL01,0.832515562482498
SAHYOQ,MOFTIL,0.8324240267391949
SAHYOQ,MOFTIL02,0.8322851543495169
SAHYOQ,FECWOB01,0.8315329159950278
SAHYOQ,FECWOB,0.8315324333695582
SAHYOQ,ARIDIQ,0.8312020355312794
SAHYOQ,NEXZEY,0.8311905156520574
SAHYOQ,YOZYUJ,0.8294331752197499
SAHYOQ,FIPKUM,0.8289840458984779
SAHYOQ,VUNJAR,0.8286893690561877
SAHYOQ,FOJLOH,0.8282009523818219
SAHYOQ,DEMNOB,0.8275843419871937
SAHYOQ,UDITEJ,0.8257515288267386
SAHYOQ,OFUYUL,0.824183886651676
SAHYOQ,ATULOS,0.8240878369781683
SAHYOQ,SUGTEV,0.8235935205211466
SAHYOQ,RUGXUO,0.823401735636776
SAHYOQ,RUGXOI,0.823202205274467
SAHYOQ,AVESOL,0.8228126428573135
SAHYOQ,DIRPOL,0.8228069901072684
SAHYOQ,XAMHEA,0.8224364611842372
SAHYOQ,GEDLIM,0.8213999794360529
SAHYOQ,WIXJIW01,0.8213649764647253
SAHYOQ,IQAGEN,0.8210994594431366
SAHYOQ,MAHCIK,0.8210020297838534
SAHYOQ,GARQEY,0.8208269296412647
SAHYOQ,RACHUA,0.8199682789877584
SAHYOQ,NUCBIY,0.8192726131350392
SAHYOQ,XILTOE,0.8184583556328254
SAHYOQ,XILTUK,0.8172417513687251
SAHYOQ,FEHCIG,0.8159353868950731
SAHYOQ,EBOMAL,0.815877201571328
SAHYOQ,POXDIQ,0.8158131350452207
SAHYOQ,EJIQIZ,0.8154914190844639
SAHYOQ,EZINAE,0.8153988019418567
SAHYOQ,NAGKEO,0.8150442430469277
SAHYOQ,EFESOZ,0.8149972157310416
SAHYOQ,XALXIS01,0.8149356216504475
SAHYOQ,QOPZIF,0.8146489406394105
SAHYOQ,FOCLUH,0.8146159644465814
SAHYOQ,RUBDUO,0.8141687961698152
SAHYOQ,EXOXUL,0.8128028627305431
SAHYOQ,PASGEX01,0.8123261281955563
SAHYOQ,PASGIB02,0.8121905184801242
SAHYOQ,PASGIB04,0.812173493987508
SAHYOQ,PASGIB,0.8121624520729304
